id,name,country,org_id,created,updated,source,raw
AS1910,DoD Network Information Center,US,DNIC,1992-07-07,2009-05-14,arin,ASHandle:       AS1910\nOrgID:          DNIC\nASName:         DNIC-ASBLK-01910-01914\nASNumber:       1910 - 1914\nRegDate:        1992-07-07\nUpdated:        2009-05-14\nSource:         ARIN\n\n\nOrgID:          DNIC\nOrgName:        DoD Network Information Center\nCanAllocate:    \nStreet:         3990 E. Broad Street\nCity:           Columbus\nState/Prov:     OH\nCountry:        US\nPostalCode:     43218\nRegDate:        1970-01-01\nUpdated:        2025-03-13\nOrgAdminHandle: MIL-HSTMST-ARIN\nOrgTechHandle:  MIL-HSTMST-ARIN\nOrgTechHandle:  REGIS10-ARIN\nOrgAbuseHandle: REGIS10-ARIN\nSource:         ARIN\n\n\nPOCHandle:      REGIS10-ARIN\nIsRole:         Y\nLastName:       Registration\nFirstName:      \nStreet:         DISA-Columbus\nStreet:         300 North James Road\nCity:           Whitehall\nState/Prov:     OH\nCountry:        US\nPostalCode:     43213\nRegDate:        2009-06-24\nUpdated:        2025-02-13\nOfficePhone:    +1-844-347-2457\nMailbox:        disa.columbus.ns.mbx.arin-registrations@mail.mil\nSource:         ARIN\n\n\nPOCHandle:      MIL-HSTMST-ARIN\nIsRole:         Y\nLastName:       Network DoD\nFirstName:      \nStreet:         DISA-Columbus\nStreet:         300 North James Road\nCity:           Whitehall\nState/Prov:     OH\nCountry:        US\nPostalCode:     43213\nRegDate:        1993-05-26\nUpdated:        2025-02-12\nOfficePhone:    +1-844-347-2457\nMailbox:        disa.columbus.ns.mbx.hostmaster-dod-nic@mail.mil\nSource:         ARIN\n
AS18800,Salt Lake Community College,US,SLCC,2018-04-05,2018-04-05,arin,ASHandle:       AS18800\nOrgID:          SLCC\nASName:         SLCC\nASNumber:       18800\nRegDate:        2018-04-05\nUpdated:        2018-04-05\nSource:         ARIN\n\n\nOrgID:          SLCC\nOrgName:        Salt Lake Community College\nCanAllocate:    \nStreet:         OIT - IT2\nStreet:         4600 S. Redwood Rd.\nCity:           Salt Lake City\nState/Prov:     UT\nCountry:        US\nPostalCode:     84123\nRegDate:        1990-11-09\nUpdated:        2011-09-24\nOrgAdminHandle: SLCCO-ARIN\nOrgTechHandle:  SLCCO-ARIN\nOrgAbuseHandle: SLCCO-ARIN\nSource:         ARIN\n\n\nPOCHandle:      SLCCO-ARIN\nIsRole:         Y\nLastName:       SLCC - OIT\nFirstName:      \nStreet:         OIT - IT2\nStreet:         4600 S. Redwood Rd.\nCity:           Salt Lake City\nState/Prov:     UT\nCountry:        US\nPostalCode:     84123\nRegDate:        2007-01-31\nUpdated:        2024-09-16\nOfficePhone:    +1-801-957-5555\nMailbox:        OIT@slcc.edu\nSource:         ARIN\n
AS401065,FASTECH,US,AT-9079,2024-05-15,2025-06-09,arin,"ASHandle:       AS401065\nOrgID:          AT-9079\nASName:         FASTECH\nASNumber:       401065\nRegDate:        2024-05-15\nUpdated:        2025-06-09\nSource:         ARIN\n\n\nOrgID:          AT-9079\nOrgName:        FASTECH\nCanAllocate:    \nStreet:         7050 Village Drive\nCity:           Buena Park\nState/Prov:     CA\nCountry:        US\nPostalCode:     90621\nRegDate:        2024-05-06\nUpdated:        2024-10-29\nOrgAdminHandle: TANDY3-ARIN\nOrgTechHandle:  TANDY3-ARIN\nOrgAbuseHandle: TANDY3-ARIN\nOrgNOCHandle:   TANDY3-ARIN\nOrgRoutingHandle:   TANDY3-ARIN\nOrgDNSHandle:   TANDY3-ARIN\nSource:         ARIN\n\n\nPOCHandle:      TANDY3-ARIN\nIsRole:         N\nLastName:       Tandy\nFirstName:      Andrew\nStreet:         7050 Village Drive, Suite D\nCity:           Buena Park\nState/Prov:     CA\nCountry:        US\nPostalCode:     90621\nRegDate:        2024-04-23\nUpdated:        2024-07-06\nOfficePhone:    +1-209-560-6140\nMailbox:        andrew@oneshot.wtf\nSource:         ARIN\n"
AS197452,TELSTRA UK LIMITED,GB,ORG-PUL2-RIPE,2010-12-08,2018-09-04,ripe,"aut-num:        AS197452\nas-name:        TelstraInt32bittemp\norg:            ORG-PUL2-RIPE\nimport:         From AS4637 accept ANY\nimport:         From AS1290 accept ANY\nexport:         To AS4637 announce AS197452\nexport:         To AS1290 announce AS197452\nadmin-c:        TELR1-RIPE\ntech-c:         TELN1-RIPE\nstatus:         ASSIGNED\nmnt-by:         RIPE-NCC-END-MNT\nmnt-by:         PSINET-MNT\ncreated:        2010-12-08T13:15:01Z\nlast-modified:  2018-09-04T10:56:37Z\nsource:         RIPE\nabuse-email:    abuse@intl.telstra.com\nabuse-c:        HANA3-RIPE\nabuse-org:      ORG-PUL2-RIPE\n\norganisation:   ORG-PUL2-RIPE\norg-name:       TELSTRA UK LIMITED\ncountry:        GB\norg-type:       LIR\naddress:        The Crane Building 5th Floor, 22 Lavington Street\naddress:        SE1 0NZ\naddress:        London\naddress:        UNITED KINGDOM\nphone:          +442079655800\nfax-no:         +4402078588801\ne-mail:         hostmaster@intl.telstra.com\nadmin-c:        LD127-RIPE\nadmin-c:        PR816-RIPE\nadmin-c:        AV845-RIPE\nmnt-ref:        PSINET-UK-SYSADMIN\nmnt-ref:        RIPE-NCC-HM-MNT\nmnt-by:         RIPE-NCC-HM-MNT\nmnt-by:         PSINET-UK-SYSADMIN\nabuse-c:        HANA3-RIPE\ntech-c:         HANA3-RIPE\ncreated:        2004-04-17T12:20:37Z\nlast-modified:  2025-06-11T11:39:56Z\nsource:         RIPE\nabuse-email:    abuse@intl.telstra.com\nabuse-c:        HANA3-RIPE\nabuse-org:      undefined\n\nperson:          Lee Donovan\naddress:         Telstra International\naddress:         London Hosting Centre\naddress:         6 Greenwich View Place\naddress:         London\naddress:         E14 9NN\naddress:         England\nphone:           +44 8008566000\ne-mail:          lee.donovan@intl.telstra.com\ne-mail:          hostmaster@intl.telstra.com\nnic-hdl:         LD127-RIPE\nremarks:         Telstra Hostmaster\nmnt-by:          PSINET-UK-SYSADMIN\ncreated:         2006-11-02T16:20:30Z\nlast-modified:   2010-06-09T10:22:49Z\nsource:          RIPE\n\nrole:           PSINet RIPE-DB\naddress:        Telstra Global\naddress:        The Blue Fin Building, Level 2, 110 Southwark Street SE1 0TA London United Kingdom\naddress:        GB\nphone:          +44 20 7965 5800\nfax-no:         +44 20 7858 8801\ne-mail:         hostmaster@intl.telstra.net\nadmin-c:        LD127-RIPE\ntech-c:         LD127-RIPE\nabuse-mailbox:  abuse@intl.telstra.com\nnic-hdl:        PR816-RIPE\nnotify:         ripe-notify@uk.telstra.com\nmnt-by:         PSINET-MNT\ncreated:        2002-06-14T11:33:38Z\nlast-modified:  2021-07-23T00:16:52Z\nsource:         RIPE\n\nrole:           Hostmaster and Network Abuse\naddress:        Telstra Europe\naddress:        London Hosting Centre\naddress:        6 Greenwich View Place\naddress:        London\naddress:        E14 9NN\naddress:        England\nphone:          +44 8008566000\ne-mail:         hostmaster@intl.telstra.com\nabuse-mailbox:  abuse@intl.telstra.com\nadmin-c:        LD127-RIPE\ntech-c:         LD127-RIPE\nnic-hdl:        HANA3-RIPE\ncreated:        2006-12-15T18:14:29Z\nlast-modified:  2013-10-29T16:43:25Z\nsource:         RIPE\nmnt-by:         PSINET-MNT\n\nperson:         Anna Valsami\naddress:        Telstra International\naddress:        1st Floor, Platinum Building\naddress:        St. John's Innovation Park\naddress:        Cowley Road, CB4 0WS\naddress:        Cambridge, Cambridgeshire\naddress:        UK\nphone:          +441223920000\nfax-no:         +448715944857\ne-mail:         anna.valsami@intl.telstra.com\nnic-hdl:        AV845-RIPE\nmnt-by:         PSINET-MNT\ncreated:        2001-10-31T11:23:52Z\nlast-modified:  2009-10-08T15:15:27Z\nsource:         RIPE\n\nrole:           Hostmaster and Network Abuse\naddress:        Telstra Europe\naddress:        London Hosting Centre\naddress:        6 Greenwich View Place\naddress:        London\naddress:        E14 9NN\naddress:        England\nphone:          +44 8008566000\ne-mail:         hostmaster@intl.telstra.com\nabuse-mailbox:  abuse@intl.telstra.com\nadmin-c:        LD127-RIPE\ntech-c:         LD127-RIPE\nnic-hdl:        HANA3-RIPE\ncreated:        2006-12-15T18:14:29Z\nlast-modified:  2013-10-29T16:43:25Z\nsource:         RIPE\nmnt-by:         PSINET-MNT\n\nrole:           Telstra Europe Ltd RIPE-DB\naddress:        110 Southwark St, London SE1 0TA\ne-mail:         hostmaster@intl.telstra.net\nabuse-mailbox:  abuse@intl.telstra.com\nadmin-c:        TELN1-RIPE\nadmin-c:        LD127-RIPE\ntech-c:         LD127-RIPE\nnic-hdl:        TELR1-RIPE\nremarks:        Please send reports about UBM to abuse@intl.telstra.com\nmnt-by:         PSINET-MNT\ncreated:        2007-06-20T14:32:37Z\nlast-modified:  2021-07-23T00:16:19Z\nsource:         RIPE\n\nrole:           Telstra Europe Ltd Network Operations\naddress:        110 Southwark St, London SE1 0TA\nphone:          +44 207 965 8888\nfax-no:         +44 207 965 5646\ne-mail:         network-ripe@uk.telstra.com\nremarks:        Please send reports about UBM to abuse@intl.telstra.com\nadmin-c:        TELR1-RIPE\nadmin-c:        LD127-RIPE\ntech-c:         LD127-RIPE\nnic-hdl:        TELN1-RIPE\nmnt-by:         PSINET-MNT\ncreated:        2007-06-20T14:40:57Z\nlast-modified:  2019-05-02T14:03:50Z\nsource:         RIPE"
AS63295,Oracle Corporation,US,ORACLE-4,2016-10-19,2016-10-19,arin,ASHandle:       AS63295\nOrgID:          ORACLE-4\nASName:         ORCL-CHICAGO1\nASNumber:       63295\nRegDate:        2016-10-19\nUpdated:        2016-10-19\nSource:         ARIN\n\n\nOrgID:          ORACLE-4\nOrgName:        Oracle Corporation\nCanAllocate:    \nStreet:         2300 Oracle Way\nStreet:         Attn: Domain Administrator\nCity:           Austin\nState/Prov:     TX\nCountry:        US\nPostalCode:     78741\nRegDate:        1988-04-29\nUpdated:        2024-11-07\nOrgAdminHandle: ORACL-ARIN\nOrgTechHandle:  ORACL1-ARIN\nOrgAbuseHandle: NISAM-ARIN\nOrgRoutingHandle:   ORACL2-ARIN\nSource:         ARIN\n\n\nPOCHandle:      ORACL1-ARIN\nIsRole:         Y\nLastName:       ORACLE NIS\nFirstName:      \nStreet:         2300 Oracle Way\nStreet:         Attn: Domain Administrator\nCity:           Austin\nState/Prov:     TX\nCountry:        US\nPostalCode:     78741\nRegDate:        2006-03-02\nUpdated:        2024-11-07\nOfficePhone:    +1-800-633-0738\nMailbox:        domain-contact_ww_grp@oracle.com\nSource:         ARIN\n\n\nPOCHandle:      NISAM-ARIN\nIsRole:         Y\nLastName:       Network Information Systems Abuse Management\nFirstName:      \nStreet:         2300 Oracle Way\nStreet:         Attn: Domain Administrator\nCity:           Austin\nState/Prov:     TX\nCountry:        US\nPostalCode:     78741\nRegDate:        2014-01-16\nUpdated:        2024-11-07\nOfficePhone:    +1-800-633-0738\nMailbox:        abuse@oracleemaildelivery.com\nMailbox:        network-contact_ww_grp@oracle.com\nSource:         ARIN\n\n\nPOCHandle:      ORACL-ARIN\nIsRole:         Y\nLastName:       OracleDNS\nFirstName:      \nStreet:         2300 Oracle Way\nStreet:         Attn: Domain Administrator\nCity:           Austin\nState/Prov:     TX\nCountry:        US\nPostalCode:     78741\nRegDate:        2005-12-12\nUpdated:        2024-11-07\nOfficePhone:    +1-800-633-0738\nMailbox:        domain-contact_ww_grp@oracle.com\nSource:         ARIN\n
AS131136,"Bei Jing Netwin-Link Information Technology Co.,Ltd.",CN,,,2021-02-03,apnic,"aut-num:        AS131136\nas-name:        Netwin-link\ndescr:          Bei Jing Netwin-Link Information Technology Co.,Ltd.\ndescr:          1009, Huacai building, no. 16, Guangshun North Street,\ndescr:          Chaoyang District, Beijing\ncountry:        CN\nadmin-c:        YW7160-AP\ntech-c:         JS4388-AP\nabuse-c:        AC1601-AP\nmnt-lower:      MAINT-CNNIC-AP\nmnt-by:         MAINT-CNNIC-AP\nmnt-irt:        IRT-CNNIC-CN\nlast-modified:  2021-02-03T02:32:48Z\nsource:         APNIC\n\n\nmntner:         MAINT-CNNIC-AP\nupd-to:         ipas@cnnic.cn\ndescr:          China Internet Network Information Center.\ndescr:          Computer Network Information Center\ndescr:          Chinese Academy of Science\nadmin-c:        IP50-AP\ntech-c:         IP50-AP\nreferral-by:    APNIC-HM\nauth:           # Filtered\nmnt-by:         MAINT-CNNIC-AP\nlast-modified:  2017-10-19T05:31:48Z\nsource:         APNIC\n\nperson:         Roy Yu\naddress:        1009, Huacai building, no. 16, Guangshun North Street,\naddress:        Chaoyang District, Beijing\ncountry:        CN\nphone:          +86-18910286057\ne-mail:         yu.lei@netwin-link.com\nnic-hdl:        JS4388-AP\nmnt-by:         MAINT-CNNIC-AP\nlast-modified:  2021-02-03T02:24:11Z\nsource:         APNIC\n\n\nperson:         Nanda Wang\naddress:        1009, Huacai building, no. 16, Guangshun North Street,\naddress:        Chaoyang District, Beijing\ncountry:        CN\nphone:          +86-13717653303\ne-mail:         wang.ningbo@netwin-link.com\nnic-hdl:        YW7160-AP\nmnt-by:         MAINT-CNNIC-AP\nlast-modified:  2021-02-03T02:24:11Z\nsource:         APNIC\n"
AS59838,Naghsh Awal Keyfiat PJSC,IR,ORG-NAKP1-RIPE,2014-09-08,2020-11-16,ripe,"aut-num:        AS59838\nas-name:        NAK-AS\norg:            ORG-NAKP1-RIPE\nadmin-c:        MRA106-RIPE\ntech-c:         MRA106-RIPE\nmnt-by:         RIPE-NCC-END-MNT\nmnt-by:         MNT-RSPN\nimport:         from AS42337 accept ANY\nimport:         from AS48674 accept ANY\nexport:         to AS42337 announce AS59838\nexport:         to AS48674 announce AS59838\nstatus:         ASSIGNED\ncreated:        2014-09-08T12:34:58Z\nlast-modified:  2020-11-16T18:04:39Z\nsource:         RIPE\nsponsoring-org: ORG-RNB1-RIPE\nabuse-email:    abuse@respina.net\nabuse-c:        AR22805-RIPE\nabuse-org:      ORG-RNB1-RIPE\n\norganisation:   ORG-NAKP1-RIPE\norg-name:       Naghsh Awal Keyfiat PJSC\ncountry:        IR\norg-type:       OTHER\naddress:        Kimia Bldg., No.32, Tarbiat Moallem St., Farahzadi Blvd., Shahrak-e-Gharb, Tehran, Iran\ne-mail:         M.AzadiFar@nak-mci.ir\nabuse-c:        AR22805-RIPE\nmnt-ref:        MNT-RSPN\nmnt-by:         MNT-RSPN\ncreated:        2014-09-07T10:46:33Z\nlast-modified:  2022-12-01T17:20:27Z\nsource:         RIPE\nabuse-email:    abuse@respina.net\nabuse-c:        AR22805-RIPE\nabuse-org:      undefined\n\nrole:           Abuse-C Role\nnic-hdl:        AR22805-RIPE\nabuse-mailbox:  abuse@respina.net\nmnt-by:         MNT-RSPN\naddress:        Kimia Bldg., No.32, Tarbiat Moallem St., Farahzadi Blvd., Shahrak-e-Gharb, Tehran, Iran\ne-mail:         M.AzadiFar@nak-mci.ir\ncreated:        2014-11-17T16:26:56Z\nlast-modified:  2014-11-17T16:26:56Z\nsource:         RIPE\n\nperson:         Mohammad Reza Azadifar\naddress:        Kimia Bldg., No.32, Tarbiat Moallem St., Farahzadi Blvd., Shahrak-e-Gharb, Tehran, Iran\nphone:          +98 2181717171\nnic-hdl:        MRA106-RIPE\nmnt-by:         MNT-RSPN\ncreated:        2014-09-07T10:34:33Z\nlast-modified:  2014-09-07T10:37:47Z\nsource:         RIPE\n\nrole:           Abuse-C Role\nnic-hdl:        AR22805-RIPE\nabuse-mailbox:  abuse@respina.net\nmnt-by:         MNT-RSPN\naddress:        Kimia Bldg., No.32, Tarbiat Moallem St., Farahzadi Blvd., Shahrak-e-Gharb, Tehran, Iran\ne-mail:         M.AzadiFar@nak-mci.ir\ncreated:        2014-11-17T16:26:56Z\nlast-modified:  2014-11-17T16:26:56Z\nsource:         RIPE"
AS398281,National Machinery LLC,US,NML-24,2020-04-02,2020-04-02,arin,ASHandle:       AS398281\nOrgID:          NML-24\nASName:         NMLLC-01\nASNumber:       398281\nRegDate:        2020-04-02\nUpdated:        2020-04-02\nSource:         ARIN\n\n\nOrgID:          NML-24\nOrgName:        National Machinery LLC\nCanAllocate:    \nStreet:         161 Greenfield St\nCity:           Tiffin\nState/Prov:     OH\nCountry:        US\nPostalCode:     44883\nComment:        http://www.nationalmachinery.com\nRegDate:        2010-10-08\nUpdated:        2020-03-31\nOrgAdminHandle: NMADM-ARIN\nOrgTechHandle:  MANAC-ARIN\nOrgAbuseHandle: MANAC-ARIN\nSource:         ARIN\n\n\nPOCHandle:      MANAC-ARIN\nIsRole:         Y\nLastName:       ManAccess\nFirstName:      \nStreet:         161 Greenfield St\nCity:           Tiffin\nState/Prov:     OH\nCountry:        US\nPostalCode:     44883\nRegDate:        2011-10-12\nUpdated:        2022-10-14\nOfficePhone:    +1-419-443-2121\nFaxPhone:       +1-419-443-2376\nMailbox:        codonnell@nationalmachinery.com\nMailbox:        dkontak@nationalmachinery.com\nSource:         ARIN\n\n\nPOCHandle:      NMADM-ARIN\nIsRole:         Y\nLastName:       NMAdmin\nFirstName:      \nStreet:         161 Greenfield St\nCity:           Tiffin\nState/Prov:     OH\nCountry:        US\nPostalCode:     44883\nRegDate:        2011-10-12\nUpdated:        2022-10-14\nOfficePhone:    +1-419-443-2313\nFaxPhone:       +1-419-443-2376\nMailbox:        codonnell@nationalmachinery.com\nMailbox:        dkontak@nationalmachinery.com\nSource:         ARIN\n
AS50933,Xamine GmbH,DE,ORG-XG5-RIPE,2010-04-27,2019-02-25,ripe,aut-num:        AS50933\nas-name:        XAMINE-AS\norg:            ORG-XG5-RIPE\nadmin-c:        PH7185-RIPE\ntech-c:         XAMN-RIPE\nstatus:         ASSIGNED\nnotify:         ripe@xamine.com\nmnt-by:         RIPE-NCC-END-MNT\nmnt-by:         XAMINE-MNT\nmnt-by:         SNAKE-MNT\nmnt-by:         DLI-MNT\ncreated:        2010-04-27T06:58:40Z\nlast-modified:  2019-02-25T17:05:23Z\nsource:         RIPE\nabuse-email:    ripe@xamine.com\nabuse-c:        AR14797-RIPE\nabuse-org:      ORG-XG5-RIPE\n\norganisation:   ORG-XG5-RIPE\norg-name:       Xamine GmbH\ncountry:        DE\norg-type:       LIR\naddress:        Roggenweg 3\naddress:        84174\naddress:        Eching Ndb\naddress:        GERMANY\nphone:          +49 89 1250 1460\nfax-no:         +49 89 1250 14699\ne-mail:         ripe@xamine.com\nadmin-c:        PH7185-RIPE\nabuse-c:        AR14797-RIPE\nmnt-ref:        RIPE-NCC-HM-MNT\nmnt-ref:        XAMINE-MNT\ntech-c:         XN182-RIPE\nmnt-by:         RIPE-NCC-HM-MNT\nmnt-by:         XAMINE-MNT\ncreated:        2010-03-19T10:01:47Z\nlast-modified:  2023-09-05T07:39:19Z\nsource:         RIPE\n\nrole:           Abuse-C Role\nnic-hdl:        AR14797-RIPE\nabuse-mailbox:  ripe@xamine.com\nmnt-by:         XAMINE-MNT\naddress:        Xamine GmbH Theresienstr. 31 80333 Munchen Germany\ne-mail:         ripe@xamine.com\ncreated:        2013-12-18T14:29:53Z\nlast-modified:  2013-12-19T11:57:39Z\nsource:         RIPE\n\nperson:         Peter Herold\naddress:        Xamine GmbH\naddress:        Roggenweg 7\naddress:        D-84174 Eching in Ndb.\nphone:          +49 89 1250 1460\ne-mail:         ph@xamine.com\nnic-hdl:        PH7185-RIPE\nmnt-by:         XAMINE-MNT\ncreated:        2015-07-10T12:45:33Z\nlast-modified:  2020-04-29T11:17:23Z\nsource:         RIPE\n\nperson:         Peter Herold\naddress:        Xamine GmbH\naddress:        Roggenweg 7\naddress:        D-84174 Eching in Ndb.\nphone:          +49 89 1250 1460\ne-mail:         ph@xamine.com\nnic-hdl:        PH7185-RIPE\nmnt-by:         XAMINE-MNT\ncreated:        2015-07-10T12:45:33Z\nlast-modified:  2020-04-29T11:17:23Z\nsource:         RIPE\n\nrole:           Abuse-C Role\nnic-hdl:        AR14797-RIPE\nabuse-mailbox:  ripe@xamine.com\nmnt-by:         XAMINE-MNT\naddress:        Xamine GmbH Theresienstr. 31 80333 Munchen Germany\ne-mail:         ripe@xamine.com\ncreated:        2013-12-18T14:29:53Z\nlast-modified:  2013-12-19T11:57:39Z\nsource:         RIPE\n\nrole:           Hostmaster Xamine GmbH\naddress:        Xamine GmbH\naddress:        Roggenweg 7\naddress:        84174 Eching in Ndb\naddress:        DE\ne-mail:         ripe@xamine.com\nadmin-c:        PH7185-RIPE\ntech-c:         RG3232-RIPE\ntech-c:         EG101\nmnt-by:         XAMINE-MNT\nmnt-by:         SNAKE-MNT\nmnt-by:         DLI-MNT\nnotify:         ripe@xamine.com\nnic-hdl:        XAMN-RIPE\ncreated:        2010-03-26T09:35:59Z\nlast-modified:  2020-04-29T11:00:51Z\nsource:         RIPE
AS49126,IHS Kurumsal Teknoloji Hizmetleri A.S,TR,ORG-ITL13-RIPE,2009-04-16,2025-03-20,ripe,aut-num:        AS49126\nas-name:        AS49126\norg:            ORG-ITL13-RIPE\nimport:         from AS9121 accept AS49126\nexport:         to AS9121 announce AS49126\nimport:         from AS15924 accept AS49126\nexport:         to AS15924 announce AS49126\nimport:         from AS12735 accept AS49126\nexport:         to AS12735 announce AS49126\nadmin-c:        ES4602-RIPE\ntech-c:         BO849-RIPE\nstatus:         ASSIGNED\nnotify:         ripe@ihs.com.tr\nmnt-by:         RIPE-NCC-END-MNT\nmnt-by:         MNT-CES\ncreated:        2009-04-16T11:18:13Z\nlast-modified:  2025-03-20T14:28:09Z\nsource:         RIPE\nabuse-email:    abuse@ihs.com.tr\nabuse-c:        RA6772-RIPE\nabuse-org:      ORG-ITL13-RIPE\n\norganisation:   ORG-ITL13-RIPE\norg-name:       IHS Kurumsal Teknoloji Hizmetleri A.S\ncountry:        TR\norg-type:       LIR\naddress:        ?K.YOLU MAH.?BRAH?MA?A ZAV?YES? SK.MURTAZAO?LU ?? MERK.NO:10/5\naddress:        34718\naddress:        Acibadem - Istanbul\naddress:        TURKEY\nphone:          +902165460056\nfax-no:         +902165460057\ne-mail:         ripe@ihs.com.tr\nmnt-ref:        RIPE-NCC-HM-MNT\nmnt-ref:        MNT-CES\nmnt-by:         RIPE-NCC-HM-MNT\nmnt-by:         MNT-CES\nabuse-c:        RA6772-RIPE\ncreated:        2009-03-26T11:15:31Z\nlast-modified:  2025-04-25T07:28:24Z\nsource:         RIPE\nabuse-email:    abuse@ihs.com.tr\nabuse-c:        RA6772-RIPE\nabuse-org:      undefined\n\nrole:           RIPE ABUSE\naddress:        Kosuyolu Mah. Dinlenc sok. Murtezaoglu Plaza No 11 Floor 2\ne-mail:         ripe@ihs.com.tr\nabuse-mailbox:  abuse@ihs.com.tr\nnic-hdl:        RA6772-RIPE\nmnt-by:         MNT-CES\ncreated:        2013-06-12T11:46:29Z\nlast-modified:  2013-06-12T11:46:29Z\nsource:         RIPE\n\nperson:         Bulent Ozkan\naddress:        IHS Telekomunikasyon Ltd\naddress:        Kosuyolu Mah. Dinlenc sok. Murtezaoglu Plaza No 11 Floor 2\naddress:        34720 Acibadem - Istanbul TR\nphone:          +902165460056\nnic-hdl:        BO849-RIPE\ncreated:        2009-03-26T13:22:42Z\nlast-modified:  2017-10-30T22:05:12Z\nsource:         RIPE\nmnt-by:         MNT-CES\n\nperson:         Emre SAYIN\naddress:        IHS Telekomunikasyon Ltd\naddress:        Kosuyolu Mah. Dinlenc sok. Murtezaoglu Plaza No 11 Floor 2\naddress:        34720 Acibadem - Istanbul TR\nphone:          +902165460056\nnic-hdl:        ES4602-RIPE\ncreated:        2009-03-26T13:21:42Z\nlast-modified:  2012-03-13T10:16:47Z\nsource:         RIPE\nmnt-by:         MNT-CES\n\nrole:           RIPE ABUSE\naddress:        Kosuyolu Mah. Dinlenc sok. Murtezaoglu Plaza No 11 Floor 2\ne-mail:         ripe@ihs.com.tr\nabuse-mailbox:  abuse@ihs.com.tr\nnic-hdl:        RA6772-RIPE\nmnt-by:         MNT-CES\ncreated:        2013-06-12T11:46:29Z\nlast-modified:  2013-06-12T11:46:29Z\nsource:         RIPE
AS26471,"Stifel, Nicolaus & C",US,SNC-19,2002-09-25,2012-03-02,arin,"ASHandle:       AS26471\nOrgID:          SNC-19\nASName:         STIFEL\nASNumber:       26471\nRegDate:        2002-09-25\nUpdated:        2012-03-02\nTechHandle:     DI120-ARIN\nSource:         ARIN\n\n\nOrgID:          SNC-19\nOrgName:        Stifel, Nicolaus & C\nCanAllocate:    \nStreet:         501 North Broadway\nCity:           St. Louis\nState/Prov:     MO\nCountry:        US\nPostalCode:     63102\nRegDate:        2000-10-18\nUpdated:        2011-09-24\nOrgAdminHandle: DI120-ARIN\nOrgTechHandle:  DI120-ARIN\nOrgAbuseHandle: DI120-ARIN\nSource:         ARIN\n\n\nPOCHandle:      DI120-ARIN\nIsRole:         N\nLastName:       IT Department\nFirstName:      Department\nStreet:         501 North Broadway\nCity:           St. Louis\nState/Prov:     MO\nCountry:        US\nPostalCode:     63102\nRegDate:        2001-11-12\nUpdated:        2024-10-25\nOfficePhone:    +1-314-342-2000\nMailbox:        dnsadmin@stifel.com\nSource:         ARIN\n\n\nPOCHandle:      DI120-ARIN\nIsRole:         N\nLastName:       IT Department\nFirstName:      Department\nStreet:         501 North Broadway\nCity:           St. Louis\nState/Prov:     MO\nCountry:        US\nPostalCode:     63102\nRegDate:        2001-11-12\nUpdated:        2024-10-25\nOfficePhone:    +1-314-342-2000\nMailbox:        dnsadmin@stifel.com\nSource:         ARIN\n"
